Timestamp,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,Policy,Module 1,Module 2,Module 3,Module 4,Module 7,Module 8,
15:08:37.311 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),2080,6025,0,0,0,0,
15:08:58.866 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),2624,6745,0,0,0,0,
15:09:20.632 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:09:42.656 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),1761,0,0,0,0,0,
15:10:04.313 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:10:25.905 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:10:47.510 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),87,0,0,0,0,0,
15:11:09.062 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,12260,0,0,0,0,
15:12:17.958 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),916,561607,0,0,0,0,
15:12:39.622 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,91753,0,0,0,0,
15:13:01.248 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:13:22.708 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,114,0,0,0,0,
15:13:44.410 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:14:06.110 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:14:27.640 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
15:14:49.161 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),904,0,0,0,0,0,
15:15:10.769 EST Mon Nov 18 2013,class-map copp-system-class-critical (match-any),0,0,0,0,0,0,class-map copp-system-class-important (match-any),0,0,0,0,0,0,class-map copp-system-class-management (match-any),0,0,0,0,0,0,class-map copp-system-class-normal (match-any),0,0,0,0,0,0,class-map copp-system-class-redirect (match-any),0,0,0,0,0,0,class-map copp-system-class-monitoring (match-any),0,0,0,0,0,0,class-map copp-system-class-exception (match-any),0,0,0,0,0,0,class-map copp-system-class-undesirable (match-any),0,0,0,0,0,0,class-map class-default (match-any),0,0,0,0,0,0,
